Code,Class,Description,Value in USD T,AAL in USD T,AAL as % of Total AAL,AAL as % of Value,Risk Rank,costMetro,costUrban,costRural
PA-EM,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,0,0,0,#DIV/0!,19,,,
PA-6,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",7,0.03,0.0328,0.00515,1,170,155,145
PA-6,avsA5,"Adobe block, mud mortar, with bamboo or rope reinforcement single family",4,0.02,0.0188,0.00501,2,,,
PA-6,avsINF,Informal constructions single family,0,0,0.0005,0.00508,3,,,
PA-6,avsRS,Rubble Stone masonry single family,46,0.09,0.0822,0.00186,4,,,
PA-6,avsUFB,Unreinforced Fire Brick masonry single family,199,0.28,0.2652,0.00139,5,270,245,240
PA-6,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,145,0.21,0.2037,0.00147,6,250,225,215
PA-6,avsDS,Rectangular Cut stone masonry block single family,44,0.04,0.0395,0.00095,7,,,
PA-6,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,46,0.05,0.0454,0.00104,8,,,
PA-6,avmUFB,Unreinforced Fire Brick masonry multi family,11,0.01,0.0117,0.00107,9,,,
PA-6,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,118,0.09,0.0822,0.00073,10,,,
PA-6,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,2,0,0.0009,0.00051,11,,,
PA-6,avsW4,Wood panel or log construction single family,36,0.01,0.0133,0.00039,12,,,
PA-6,avcomm,Commercial or other types of warehouse,111,0.04,0.0394,0.00037,13,,,
PA-6,avcomret,Commercial retail,51,0.02,0.0145,0.0003,14,,,
PA-6,avcritica,"Critical buildings - schools, hospitals, medical centers",141,0.04,0.0402,0.0003,15,,,
PA-6,avcomoff,Commercial offices,205,0.06,0.0546,0.00028,16,,,
PA-6,avindustr,General industrial,197,0.06,0.053,0.00028,17,,,
PA-6,avsC3,Non ductile reinforced concrete frame with masonry infill walls single family and/or concrete frame high rise,5,0,0.0009,0.00017,18,,,
PA-6,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,9,0,0.0015,0.00017,19,,,
PA-KY,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",0,0,0.06,0.00418,1,170,155,145
PA-KY,avsA5,"Adobe block, mud mortar, with bamboo or rope reinforcement single family",0,0,0.0334,0.00418,2,,,
PA-KY,avsINF,Informal constructions single family,0,0,0.0008,0.00418,3,,,
PA-KY,avsRS,Rubble Stone masonry single family,3,0.01,0.1699,0.0016,4,,,
PA-KY,avsUFB,Unreinforced Fire Brick masonry single family,6,0.01,0.3314,0.00158,5,270,245,240
PA-KY,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,4,0.01,0.2057,0.00159,6,250,225,215
PA-KY,avsDS,Rectangular Cut stone masonry block single family,0,0,0,#DIV/0!,7,,,
PA-KY,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,0,0,0.0119,0.00158,8,,,
PA-KY,avmUFB,Unreinforced Fire Brick masonry multi family,0,0,0.0056,0.0016,9,,,
PA-KY,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,7,0,0.1539,0.00069,10,,,
PA-KY,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,0,0,0.0006,0.00069,11,,,
PA-KY,avsW4,Wood panel or log construction single family,2,0,0.0268,0.00033,12,,,
PA-KY,avcomm,Commercial or other types of warehouse,0,0,0,#DIV/0!,13,,,
PA-KY,avcomret,Commercial retail,0,0,0,#DIV/0!,14,,,
PA-KY,avcritica,"Critical buildings - schools, hospitals, medical centers",0,0,0,#DIV/0!,15,,,
PA-KY,avcomoff,Commercial offices,0,0,0,#DIV/0!,16,,,
PA-KY,avindustr,General industrial,0,0,0,#DIV/0!,17,,,
PA-KY,avsC3,Non ductile reinforced concrete frame with masonry infill walls single family and/or concrete frame high rise,0,0,0,#DIV/0!,18,,,
PA-KY,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,0,0,0,#DIV/0!,19,,,
PA-7,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",11,0.04,0.038,0.00366,1,170,155,145
PA-7,avsA5,"Adobe block, mud mortar, with bamboo or rope reinforcement single family",6,0.02,0.0219,0.00371,2,,,
PA-7,avsINF,Informal constructions single family,0,0,0.0005,0.00368,3,,,
PA-7,avsRS,Rubble Stone masonry single family,78,0.11,0.11,0.00146,4,,,
PA-7,avsUFB,Unreinforced Fire Brick masonry single family,219,0.32,0.3127,0.00148,5,270,245,240
PA-7,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,149,0.22,0.209,0.00145,6,250,225,215
PA-7,avsDS,Rectangular Cut stone masonry block single family,26,0.04,0.0369,0.00144,7,,,
PA-7,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,31,0.05,0.0442,0.00146,8,,,
PA-7,avmUFB,Unreinforced Fire Brick masonry multi family,9,0.01,0.0122,0.00147,9,,,
PA-7,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,176,0.11,0.1067,0.00062,10,,,
PA-7,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,2,0,0.001,0.00063,11,,,
PA-7,avsW4,Wood panel or log construction single family,60,0.02,0.0163,0.00028,12,,,
PA-7,avcomm,Commercial or other types of warehouse,66,0.02,0.0171,0.00027,13,,,
PA-7,avcomret,Commercial retail,25,0.01,0.0064,0.00026,14,,,
PA-7,avcritica,"Critical buildings - schools, hospitals, medical centers",70,0.02,0.0176,0.00026,15,,,
PA-7,avcomoff,Commercial offices,96,0.02,0.024,0.00026,16,,,
PA-7,avindustr,General industrial,108,0.02,0.0232,0.00022,17,,,
PA-7,avsC3,Non ductile reinforced concrete frame with masonry infill walls single family and/or concrete frame high rise,3,0,0.0008,0.00026,18,,,
PA-7,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,6,0,0.0014,0.00026,19,,,
PA-NB,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",3,0.01,0.0558,0.00407,1,170,155,145
PA-NB,avsA5,"Adobe block, mud mortar, with bamboo or rope reinforcement single family",2,0.01,0.031,0.00405,2,,,
PA-NB,avsINF,Informal constructions single family,0,0,0.0007,0.00404,3,,,
PA-NB,avsRS,Rubble Stone masonry single family,21,0.03,0.163,0.00161,4,,,
PA-NB,avsUFB,Unreinforced Fire Brick masonry single family,41,0.07,0.3432,0.00171,5,270,245,240
PA-NB,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,25,0.04,0.2104,0.0017,6,250,225,215
PA-NB,avsDS,Rectangular Cut stone masonry block single family,0,0,0,#DIV/0!,7,,,
PA-NB,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,1,0,0.0125,0.00174,8,,,
PA-NB,avmUFB,Unreinforced Fire Brick masonry multi family,1,0,0.0053,0.00161,9,,,
PA-NB,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,43,0.03,0.1434,0.00067,10,,,
PA-NB,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,0,0,0.0006,0.00068,11,,,
PA-NB,avsW4,Wood panel or log construction single family,16,0.01,0.0249,0.00032,12,,,
PA-NB,avcomm,Commercial or other types of warehouse,2,0,0.0013,0.00014,13,,,
PA-NB,avcomret,Commercial retail,1,0,0.0004,0.00014,14,,,
PA-NB,avcritica,"Critical buildings - schools, hospitals, medical centers",1,0,0.002,0.00027,15,,,
PA-NB,avcomoff,Commercial offices,2,0,0.0024,0.00027,16,,,
PA-NB,avindustr,General industrial,3,0,0.003,0.00023,17,,,
PA-NB,avsC3,Non ductile reinforced concrete frame with masonry infill walls single family and/or concrete frame high rise,0,0,0,#DIV/0!,18,,,
PA-NB,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,0,0,0,#DIV/0!,19,,,
PA-8,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",25,0.12,0.0083,0.00469,1,170,155,145
PA-8,avsA5,"Adobe block, mud mortar, with bamboo or rope reinforcement single family",17,0.07,0.0051,0.00424,2,,,
PA-8,avsINF,Informal constructions single family,1,0,0.0001,0.00381,3,,,
PA-8,avsRS,Rubble Stone masonry single family,148,0.33,0.0231,0.00221,4,,,
PA-8,avsUFB,Unreinforced Fire Brick masonry single family,3750,3.55,0.2505,0.00095,5,270,245,240
PA-8,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,3411,3.13,0.2209,0.00092,6,250,225,215
PA-8,avsDS,Rectangular Cut stone masonry block single family,1263,1.05,0.0742,0.00083,7,,,
PA-8,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,1753,1.51,0.1062,0.00086,8,,,
PA-8,avmUFB,Unreinforced Fire Brick masonry multi family,625,0.55,0.0385,0.00087,9,,,
PA-8,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,763,0.47,0.033,0.00061,10,,,
PA-8,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,72,0.03,0.0023,0.00046,11,,,
PA-8,avsW4,Wood panel or log construction single family,115,0.05,0.0033,0.0004,12,,,
PA-8,avcomm,Commercial or other types of warehouse,951,0.19,0.0131,0.0002,13,,,
PA-8,avcomret,Commercial retail,1262,0.23,0.0164,0.00018,14,,,
PA-8,avcritica,"Critical buildings - schools, hospitals, medical centers",3698,0.68,0.0478,0.00018,15,,,
PA-8,avcomoff,Commercial offices,6042,1.1,0.0777,0.00018,16,,,
PA-8,avindustr,General industrial,1881,0.29,0.0205,0.00015,17,,,
PA-8,avsC3,Non ductile reinforced concrete frame with masonry infill walls single family and/or concrete frame high rise,487,0.09,0.0063,0.00018,18,,,
PA-8,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,3988,0.74,0.0525,0.00019,19,,,
PA-9,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",19,0.09,0.0415,0.00476,1,170,155,145
PA-9,avsA5,"Adobe block, mud mortar, with bamboo or rope reinforcement single family",11,0.05,0.0232,0.00466,2,,,
PA-9,avsINF,Informal constructions single family,0,0,0.0006,0.00479,3,,,
PA-9,avsRS,Rubble Stone masonry single family,138,0.26,0.1204,0.00191,4,,,
PA-9,avsUFB,Unreinforced Fire Brick masonry single family,402,0.67,0.3071,0.00167,5,270,245,240
PA-9,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,275,0.45,0.2034,0.00162,6,250,225,215
PA-9,avsDS,Rectangular Cut stone masonry block single family,53,0.06,0.0277,0.00115,7,,,
PA-9,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,61,0.08,0.0354,0.00127,8,,,
PA-9,avmUFB,Unreinforced Fire Brick masonry multi family,17,0.02,0.0102,0.00135,9,,,
PA-9,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,315,0.24,0.1089,0.00076,10,,,
PA-9,avmW1,Wood stud-wall frame with plywood/gypsum board sheathing multi family,3,0,0.0009,0.00062,11,,,
PA-9,avsW4,Wood panel or log construction single family,107,0.04,0.0178,0.00036,12,,,
PA-9,avcomm,Commercial or other types of warehouse,165,0.04,0.0183,0.00024,13,,,
PA-9,avcomret,Commercial retail,70,0.02,0.0074,0.00023,14,,,
PA-9,avcritica,"Critical buildings - schools, hospitals, medical centers",196,0.04,0.0202,0.00023,15,,,
PA-9,avcomoff,Commercial offices,279,0.06,0.0282,0.00022,16,,,
PA-9,avindustr,General industrial,285,0.06,0.0273,0.00021,17,,,
PA-9,avsC3,Non ductile reinforced concrete frame with masonry infill walls single family and/or concrete frame high rise,7,0,0.0006,0.0002,18,,,
PA-9,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,11,0,0.001,0.0002,19,,,
NI,avsINF,Informal constructions single family,15.26438999,0.210091092,0.002360033,0.013763478,1,,,
NI,avsM1,Mud walls without horizontal wood elements single family,454.2269958,6.088442788,0.068393782,0.013403965,2,135,125,110
NI,avsA1,"Adobe block, mud mortar, wood roof and floors single family",307.6094448,3.612194769,0.040577151,0.011742795,3,125,110,100
NI,avsW7,Wood braced frame with load-bearing infill wall system single family,337.2793991,2.84926528,0.032006875,0.008447789,4,,,
NI,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,4503.184206,30.656483,0.344375876,0.006807735,5,,,
NI,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,990.8764758,6.458830413,0.072554487,0.0065183,6,185,165,145
NI,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,33.60242828,0.214687085,0.002411661,0.006389035,7,,,
NI,avsUFB,Unreinforced Fire Brick masonry single family,1461.187753,8.980484791,0.100881185,0.006146017,8,190,175,160
NI,avmUFB,Unreinforced Fire Brick masonry multi family,4.616900267,0.027852202,0.000312874,0.006032663,9,215,195,175
NI,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,4.184107443,0.025220495,0.000283311,0.006027688,10,195,175,160
NI,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,384.9918124,2.240428306,0.025167579,0.005819418,11,225,215,190
NI,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,1.415298077,0.007558925,0.0000849,0.005340872,12,245,235,220
NI,avsRS,Rubble Stone masonry single family,919.1924287,4.839430935,0.054363159,0.005264872,13,,,
NI,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,3023.323759,8.652873594,0.097201004,0.00286204,14,,,
NI,avcomret,Commercial retail,1652.142977,2.594230411,0.029141972,0.001570221,15,,,
NI,avcomoff,Commercial offices,946.5076007,1.47514325,0.016570842,0.001558512,16,,,
NI,avcritica,"Critical buildings - schools, hospitals, medical centers",3985.718944,6.125396102,0.068808893,0.001536836,17,,,
NI,avsC3,Non ductile reinforced concrete frame with masonry infill walls single family and/or concrete frame high rise,357.7432341,0.518963486,0.005829713,0.001450659,18,250,235,215
NI,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,5.59563985,0.007480413,0.000084,0.001336829,19,275,260,245
NI,avcomm,Commercial or other types of warehouse,859.9594981,1.122477576,0.012609215,0.001305268,20,,,
NI,avindustr,General industrial,1818.734592,2.312878822,0.025981443,0.001271697,21,,,
NI-AN,avsINF,Informal constructions single family,1,0,0.0031,0.00027,1,,,
NI-AN,avsM1,Mud walls without horizontal wood elements single family,31,0.009,0.0964,0.00028,2,135,125,110
NI-AN,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",26,0.007,0.0747,0.00027,3,125,110,100
NI-AN,avsW7,Wood braced frame with load-bearing infill wall system single family,26,0.007,0.0804,0.00028,4,,,
NI-AN,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,137,0.017,0.1807,0.00012,5,,,
NI-AN,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,36,0.004,0.0463,0.00012,6,185,165,145
NI-AN,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,1,0,0.0017,0.00012,7,,,
NI-AN,avsUFB,Unreinforced Fire Brick masonry single family,63,0.007,0.0818,0.00012,8,190,175,160
NI-AN,avmUFB,Unreinforced Fire Brick masonry multi family,0,0,0.0003,0.00011,9,215,195,175
NI-AN,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,0,0,0.0002,0.00011,10,195,175,160
NI-AN,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,19,0.002,0.0247,0.00012,11,225,215,190
NI-AN,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,0,0,0.0001,0.00011,12,245,235,220
NI-AN,avsRS,Rubble Stone masonry single family,55,0.007,0.071,0.00012,13,,,
NI-AN,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,208,0.026,0.2827,0.00012,14,,,
NI-AN,avcomret,Commercial retail,30,0.001,0.007,0.00002,15,,,
NI-AN,avcomoff,Commercial offices,18,0,0.0045,0.00002,16,,,
NI-AN,avcritica,"Critical buildings - schools, hospitals, medical centers",84,0.002,0.0214,0.00002,17,,,
NI-AN,avsC3,Non ductile reinforced concrete frame with masonry infill walls single family and/or concrete frame high rise,13,0.001,0.0057,0.00004,18,250,235,215
NI-AN,avmC3,Non ductile reinforced concrete frame with masonry infill walls multi family and/or concrete frame high rise,0,0,0.0001,0.00004,19,275,260,245
NI-AN,avcomm,Commercial or other types of warehouse,33,0.001,0.01,0.00003,20,,,
NI-AN,avindustr,General industrial,35,0.001,0.0072,0.00002,21,,,
NI-AS,avsINF,Informal constructions single family,2,0.001,0.0028,0.00063,1,,,
NI-AS,avsM1,Mud walls without horizontal wood elements single family,43,0.027,0.0796,0.00064,2,135,125,110
NI-AS,avsA1,"Adobe block, mud mortar, wood
roof and floors single family",40,0.025,0.0739,0.00063,3,125,110,100
NI-AS,avsW7,Wood braced frame with load-bearing infill wall system single family,38,0.035,0.1024,0.00091,4,,,
NI-AS,avsRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms single family,157,0.04,0.1162,0.00025,5,,,
NI-AS,avsUCB,Unreinforced Concrete Block masonry with lime or mortar single family,45,0.011,0.0332,0.00025,6,185,165,145
NI-AS,avmRM1,Reinforced mas. bearing walls with wood/metal deck diaphragms multi family,2,0,0.0013,0.00025,7,,,
NI-AS,avsUFB,Unreinforced Fire Brick masonry single family,76,0.019,0.0563,0.00025,8,190,175,160
NI-AS,avmUFB,Unreinforced Fire Brick masonry multi family,0,0,0.0002,0.00025,9,215,195,175
NI-AS,avmUCB,Unreinforced Concrete Block masonry with lime or mortar multi family,0,0,0.0002,0.00025,10,195,175,160
NI-AS,avsRM2,Reinforced masonry bearing walls with concrete diaphragms single family,22,0.006,0.0163,0.00025,11,225,215,190
NI-AS,avmRM2,Reinforced masonry bearing walls with concrete diaphragms multi family,0,0,0.0001,0.00025,12,245,235,220
NI-AS,avsRS,Rubble Stone masonry single family,68,0.017,0.05,0.00025,13,,,
NI-AS,avsW1,Wood stud-wall frame with plywood/gypsum board sheathing single family,320,0.113,0.3313,0.00035,14,,,
